1.639851e-15	5.950212e-19	1.015045e+00	1.000000e+00	2.309980e-04	4.967448e-01	5.134163e-01	4.896387e-01	6.055102e-01	4.691770e-01	5.229787e-01	5.068395e-01	5.385253e-01	5.067097e-01	5.236866e-01	0.000000e+00	1	1.000000e+14
4.264198e-20	1.616598e-15	1.000652e+00	1.000000e+00	9.999832e-01	5.160349e-01	5.004641e-01	4.885398e-01	5.006558e-01	4.908062e-01	5.077547e-01	5.029844e-01	5.045097e-01	4.922653e-01	5.054332e-01	0.000000e+00	1	1.000000e+14
1.034710e+00	2.413077e-01	1.252783e-12	7.506495e-13	1.458609e-01	5.010013e-01	6.363689e-01	4.856536e-01	5.013351e-01	6.833383e-01	5.117260e-01	4.937154e-01	4.020191e-01	5.151753e-01	5.070509e-01	0.000000e+00	1	1.000000e+14
1.189106e-15	1.233499e-15	1.060527e+00	1.000000e+00	5.116642e-01	5.028863e-01	5.013487e-01	4.885398e-01	5.006558e-01	4.908062e-01	2.547346e-01	5.059555e-01	5.045097e-01	4.922653e-01	5.054332e-01	0.000000e+00	1	1.000000e+14
3.420820e-03	1.043901e+00	4.622308e-12	2.818884e-12	9.979138e-01	5.011025e-01	5.075771e-01	4.847222e-01	5.013351e-01	6.833383e-01	5.117260e-01	4.944539e-01	4.020191e-01	5.151341e-01	4.983725e-01	0.000000e+00	1	1.000000e+14
9.638862e-01	2.912699e-01	9.190852e-02	5.794733e-02	1.868213e-01	4.809650e-01	4.373436e-01	4.402240e-01	4.569457e-01	4.706927e-01	4.904214e-01	5.032678e-01	4.813540e-01	5.037957e-01	5.089839e-01	0.000000e+00	1	1.334621e-01
8.292269e-01	4.154364e-01	4.308976e-01	2.768809e-01	2.956725e-01	4.778941e-01	5.599815e-01	4.340968e-01	4.476786e-01	5.415443e-01	5.230721e-01	5.116465e-01	4.348862e-01	4.771144e-01	5.660064e-01	0.000000e+00	1	1.266425e-01
1.532228e-01	9.649755e-01	2.603124e-01	1.657598e-01	8.997518e-01	5.153642e-01	5.110335e-01	5.038774e-01	5.337332e-01	4.465454e-01	5.095366e-01	4.709731e-01	4.854260e-01	4.249497e-01	4.998223e-01	0.000000e+00	1	1.211775e-01
3.981228e-01	2.237455e-01	9.015479e-01	7.015007e-01	3.259559e-01	5.143273e-01	5.266699e-01	4.827587e-01	5.197481e-01	4.458974e-01	4.869342e-01	4.934710e-01	5.351886e-01	4.320403e-01	5.043393e-01	0.000000e+00	1	1.190396e-01
3.768028e-01	7.758234e-01	5.255306e-01	3.483868e-01	7.121670e-01	5.011025e-01	5.128794e-01	4.956244e-01	5.009711e-01	4.926044e-01	5.003942e-01	5.203333e-01	5.374061e-01	5.064577e-01	4.111960e-01	0.000000e+00	1	1.183968e-01
