1.624033e-15	4.965200e-28	1.005254e+00	1.000000e+00	1.946355e-13	5.004305e-01	4.618558e-01	4.961850e-01	5.017664e-01	4.959765e-01	5.486682e-01	5.052413e-01	5.054184e-01	4.972883e-01	5.365029e-01	0.000000e+00	1	1.000000e+14
3.831436e-02	1.006274e+00	1.834008e-02	1.159318e-02	9.757721e-01	5.493165e-01	4.759370e-01	5.490058e-01	4.876617e-01	4.985256e-01	4.728774e-01	5.065071e-01	4.977779e-01	4.997546e-01	5.286283e-01	0.000000e+00	1	1.000000e+14
1.021090e+00	3.442180e-02	4.454314e-17	2.775558e-17	2.145286e-02	5.012173e-01	3.724273e-01	4.983926e-01	4.532600e-01	4.976594e-01	4.866286e-01	5.051468e-01	4.987984e-01	4.996489e-01	5.547209e-01	0.000000e+00	1	1.000000e+14
5.628105e-02	9.984342e-01	4.359919e-17	2.775558e-17	9.641521e-01	5.012173e-01	5.008937e-01	4.983926e-01	4.997202e-01	4.976594e-01	4.980392e-01	5.016421e-01	4.987984e-01	4.996489e-01	4.992026e-01	0.000000e+00	1	1.000000e+14
2.610540e-30	1.615889e-15	1.000213e+00	1.000000e+00	1.000000e+00	5.012296e-01	5.030381e-01	4.993375e-01	5.035284e-01	4.959912e-01	4.870253e-01	5.016313e-01	4.988431e-01	4.994686e-01	4.992029e-01	0.000000e+00	1	1.000000e+14
1.306456e-15	1.144887e-15	1.075255e+00	1.000000e+00	4.581008e-01	5.319092e-01	4.665674e-01	7.633294e-01	5.018326e-01	4.974247e-01	5.451937e-01	5.191999e-01	5.039977e-01	4.972883e-01	5.365029e-01	0.000000e+00	1	1.000000e+14
9.454135e-01	3.514695e-01	9.824600e-02	6.181510e-02	2.265918e-01	5.223877e-01	5.271499e-01	4.865805e-01	5.893974e-01	5.219435e-01	4.639722e-01	5.016313e-01	5.470201e-01	5.010230e-01	4.992029e-01	0.000000e+00	1	1.583966e-01
8.242693e-01	2.890218e-01	5.356061e-01	3.501810e-01	2.146967e-01	4.721764e-01	4.917444e-01	4.857672e-01	5.597113e-01	4.813929e-01	5.303768e-01	5.704370e-01	5.464283e-01	6.077612e-01	4.985634e-01	0.000000e+00	1	1.394781e-01
3.125655e-01	1.375222e-01	9.650643e-01	7.834892e-01	2.638720e-01	4.672076e-01	5.055248e-01	4.873905e-01	5.274807e-01	4.779681e-01	4.711747e-01	5.704370e-01	5.698792e-01	6.025458e-01	4.985634e-01	0.000000e+00	1	1.201029e-01
8.885246e-01	4.260495e-01	2.738035e-01	1.725405e-01	2.846424e-01	4.749030e-01	4.071653e-01	4.994834e-01	4.824492e-01	4.919964e-01	5.312280e-01	5.134726e-01	4.817722e-01	6.077563e-01	4.985127e-01	0.000000e+00	1	1.192546e-01
8.053806e-01	4.669849e-01	4.347077e-01	2.781076e-01	3.345167e-01	5.190390e-01	5.045535e-01	4.983926e-01	4.997202e-01	4.863619e-01	5.643577e-01	6.209966e-01	5.878098e-01	4.912892e-01	4.819943e-01	0.000000e+00	1	1.054019e-01
8.734282e-01	3.234741e-01	4.018231e-01	2.592909e-01	2.258012e-01	5.367477e-01	5.276260e-01	4.997782e-01	5.011936e-01	5.610145e-01	5.158030e-01	5.648868e-01	4.974686e-01	4.604393e-01	4.498571e-01	0.000000e+00	1	1.050828e-01
1.202855e-01	7.706202e-01	6.425300e-01	4.386885e-01	9.014259e-01	5.334181e-01	4.665674e-01	4.992107e-01	4.288533e-01	4.884241e-01	5.349963e-01	5.230977e-01	5.003592e-01	4.973214e-01	5.365029e-01	0.000000e+00	1	1.027997e-01
9.879262e-01	1.780075e-01	6.460136e-02	4.091297e-02	1.134903e-01	5.016696e-01	5.032387e-01	4.956645e-01	4.954589e-01	5.031080e-01	5.716991e-01	5.057736e-01	4.984572e-01	5.029207e-01	5.257725e-01	0.000000e+00	1	1.015450e-01
4.259725e-01	6.896085e-01	5.898406e-01	4.004789e-01	6.477366e-01	4.721764e-01	5.035023e-01	5.005586e-01	5.029978e-01	4.810898e-01	4.806456e-01	4.965204e-01	4.984049e-01	4.697372e-01	4.991497e-01	0.000000e+00	1	9.860003e-02
5.075994e-01	7.531055e-01	4.389591e-01	2.866204e-01	6.224411e-01	4.334696e-01	5.102025e-01	4.984241e-01	4.962085e-01	5.104002e-01	4.723309e-01	5.086775e-01	5.200015e-01	4.548646e-01	5.279917e-01	0.000000e+00	1	9.814818e-02
5.820279e-01	6.801830e-03	8.288880e-01	6.102492e-01	7.439476e-03	5.213353e-01	5.496755e-01	4.983926e-01	4.669497e-01	5.793493e-01	5.176052e-01	4.938736e-01	5.026097e-01	4.554622e-01	5.139461e-01	0.000000e+00	1	9.728308e-02
5.813787e-01	5.499056e-01	6.328625e-01	4.259789e-01	4.822934e-01	5.226403e-01	5.335713e-01	4.973291e-01	5.158316e-01	5.896424e-01	5.006058e-01	5.400239e-01	4.977951e-01	4.076041e-01	4.868160e-01	0.000000e+00	1	9.628793e-02
3.994624e-01	9.025929e-01	2.435905e-01	1.540331e-01	7.347462e-01	4.332809e-01	5.014343e-01	4.993477e-01	4.996865e-01	4.973557e-01	5.262792e-01	5.745407e-01	4.971560e-01	4.589811e-01	4.347847e-01	0.000000e+00	1	9.136804e-02
9.015029e-01	2.215870e-01	3.997736e-01	2.588708e-01	1.534376e-01	4.962949e-01	5.276260e-01	4.997679e-01	5.011936e-01	5.610145e-01	5.158030e-01	5.766196e-01	4.999448e-01	5.052709e-01	5.103174e-01	0.000000e+00	1	9.105904e-02
